Name,Rank,Tuition and fees
Divine Crown Academy of Cosmetology,NA,NA
Delta College of Arts & Technology-Lafayette Campus,NA,NA
Delta College-Slidell Campus,NA,NA
Integrity College of Health,NA,NA
Electrical Training Center,NA,NA
Alexander Paul Institute of Hair Design,NA,NA
California Technical Academy,NA,NA
More Tech Institute,NA,NA
Dorsey Business Schools-Dearborn,NA,NA
NeeCee's College of Cosmetology,NA,NA
Comanche Nation College,NA,NA
Bella Cosmetology College,NA,NA
Ridley-Lowell Business & Technical Institute,NA,NA
Franklin Hair Academy School of Cosmetology,NA,NA
Universidad Ana G. Mendez,NA,NA
Sutter Beauty College,NA,NA
Midwest Technical Institute,NA,NA
New Horizons Medical Institute,NA,NA
Ohio Institute of Allied Health,NA,NA
Paul Mitchell the School-Ardmore,NA,NA
Cosmix School of Makeup Artistry,NA,NA
Access Careers,NA,NA
River Valley Cosmetology Institute,NA,NA
Luckes Beauty Academy LLC,NA,NA
Total Transformation Institute of Cosmetology,NA,NA
Vibe Barber College,NA,NA
Champ's Barber School,NA,NA
IGlobal University,NA,NA
East-West Healing Arts Institute,NA,NA
National Personal Training Institute,NA,NA
Standard Healthcare Services-College of Nursing,NA,NA
Philadelphia Technician Training,NA,NA
Grace International Beauty School,NA,NA
Alliance Computing Solutions,NA,NA
InterAmerican Technical Institute,NA,NA
Bay Area Medical Academy,NA,NA
Mind Body Institute,NA,NA
Parisian Spa Institute,NA,NA
Creative Touch Cosmetology School,NA,NA
LaBarberia Institute of Hair,NA,NA
Setting the Standard Barbering and Natural Hair Academy,NA,NA
Bos-Man's Barber College,NA,NA
Lawrence & Company College of Cosmetology,NA,NA
Healthcare Preparatory Institute,NA,NA
Alabama College of Osteopathic Medicine,NA,NA
Morthland College,NA,NA
High Desert Medical College,NA,NA
Paul Mitchell the School-Schenectady,NA,NA
Beyond Measure Barbering Institute,NA,NA
Beauty Anatomy Institute of Cosmetology and Wellness,NA,NA
Barber Institute of Texas,NA,NA
Jupiter Beauty Academy,NA,NA
MedQuest College,NA,NA
First Coast Barber Academy,NA,NA
Debutantes School of Cosmetology and Nail Technology,NA,NA
Paul Mitchell The School-Farmington Hills,NA,NA
Paul Mitchell the School-Merrillville,NA,NA
Paul Mitchell the School-Lansing,NA,NA
Ricci's Academy of Cosmetology,NA,NA
Yahweh Beauty Academy,NA,NA
Preparing People Barber Styling College,NA,NA
Arizona School of Integrative Studies,NA,NA
Lee Professional Institute,NA,NA
Park Place Premier Barber School,NA,NA
The Salon Professional Academy-San Jose,NA,NA
Jolie Health and Beauty Academy-Turnersville,NA,NA
Ross Medical Education Center-Owensboro,NA,NA
Ross Medical Education Center-Evansville,NA,NA
Ross Medical Education Center-Johnson City,NA,NA
North-West College-Santa Ana,NA,NA
North-West College-Long Beach,NA,NA
Branford Hall Career Institute-Amityville,NA,NA
Taylor Andrews Academy-Orem,NA,NA
University of Florida-Online,NA,NA
Ogle School Hair Skin Nails-Stafford,NA,NA
University of Phoenix-Arizona,NA,NA
University of Phoenix-Arkansas,NA,NA
University of Phoenix-California,NA,NA
University of Phoenix-Colorado,NA,NA
University of Phoenix-Florida,NA,NA
University of Phoenix-Georgia,NA,NA
University of Phoenix-Louisiana,NA,NA
University of Phoenix-Michigan,NA,NA
University of Phoenix-Missouri,NA,NA
University of Phoenix-Nevada,NA,NA
University of Phoenix-North Carolina,NA,NA
University of Phoenix-Oklahoma,NA,NA
University of Phoenix-Tennessee,NA,NA
University of Phoenix-Texas,NA,NA
University of Phoenix-Virginia,NA,NA
University of Phoenix-Pennsylvania,NA,NA
Tint School of Makeup & Cosmetology-Seattle,NA,NA
CEM College-Mayaguez,NA,NA
Rabbinical College Ohr Yisroel,NA,NA
Aveda Institute-Phoenix,NA,NA
University of North Texas at Dallas,NA,NA
Dermal Science International Aesthetics and Nail Academy,NA,NA
BridgeValley Community & Technical College,NA,NA
Northwest College-Medford,NA,NA
Virginia College-Fort Pierce,NA,NA
Houston Training Schools-Gessner,NA,NA
Empire Beauty School-Buffalo,NA,NA
Paul Mitchell the School-Toledo,NA,NA
Trine University-Arizona Regional Campus,NA,NA
Georgia Military College,NA,NA
New Horizons Medical Institute-Winder,NA,NA
SAE Institute of Technology-Chicago,NA,NA
Beau Monde College of Hair Design-Beau Monde Academy of Cosmetology,NA,NA
Fayette Beauty Academy-Ritz Beauty Academy,NA,NA
Fountain of Youth Academy of Cosmetology,NA,NA
California College San Diego,NA,NA
West Coast University-Miami,NA,NA
National American University-Houston,NA,NA
National American University-Harold D. Buckingham Graduate School,NA,NA
All Beauty College,NA,NA
Aparicio-Levy Technical College,NA,NA
Fred D. Learey Technical College,NA,NA
The Vocational Nursing Institute Inc,NA,NA
Hollywood Institute of Beauty Careers-West Palm Beach,NA,NA
Hollywood Institute of Beauty Careers-Casselberry,NA,NA
Empire Beauty School-Cheltenham,NA,NA
High Tech High Graduate School of Education,NA,NA
Coachella Valley Beauty College-Beaumont,NA,NA
Dewey University-Mayaguez,NA,NA
Coastal Pines Technical College,NA,NA
Studio Beauty School,NA,NA
Latin Beauty Academy,NA,NA
Associated Barber College of San Diego,NA,NA
ABCO Technology,NA,NA
International Sports Sciences Association,NA,NA
International Hair and Barber Academy,NA,NA
University of Texas Health Science Center at Tyler,NA,NA
California Intercontinental University,NA,NA
Infinity College,NA,NA
Universal Healthcare Careers College,NA,NA
MKG Beauty & Business,NA,NA
New Beginnings Beauty Academy,NA,NA
Dolce LLC The Academy,NA,NA
River Valley School of Massage,NA,NA
The Beauty School,NA,NA
Atlantis University,NA,NA
Westchester School for Dental Assistant,NA,NA
K & G 5 Star Barber College,NA,NA
Studio Incamminati,NA,NA
Salon Boutique Academy,NA,NA
The Recording Conservatory of Austin,NA,NA
VH Barber & Styling Academy,NA,NA
Bet Medrash Gadol Ateret Torah,NA,NA
Yeshiva Gedola Ohr Yisrael,NA,NA
Yeshiva Sholom Shachna,NA,NA
GDS Institute,NA,NA
Professional Academy of Cosmetology,NA,NA
Theatre of Arts,NA,NA
Westchester College of Nursing & Allied Health,NA,NA
School District of Indian River County-Technical Center for Career and Adult Education,NA,NA
American College of Barbering,NA,NA
San Francisco College of Cosmetology,NA,NA
Beth Medrash Meor Yitzchok,NA,NA
Mingo Extended Learning Center,NA,NA
San Ignacio University,NA,NA
ZMS The Academy,NA,NA
Valor Christian College,NA,NA
Bethany Global University,NA,NA
Bella Academy of Cosmetology,NA,NA
Princess Beauty School,NA,NA
HVAC Technical Institute,NA,NA
Unilatina International College,NA,NA
San Francisco Film School,NA,NA
Center for Ultrasound Research & Education,NA,NA
Culinary Tech Center,NA,NA
Randolph Technical Center,NA,NA
AMG School of Licensed Practical Nursing,NA,NA
Saint Michael College of Allied Health,NA,NA
Presidio Graduate School,NA,NA
Sandra Academy of Salon Services Inc,NA,NA
Wright Graduate University for the Realization of Human Potential,NA,NA
California Jazz Conservatory,NA,NA
California Barber and Beauty College,NA,NA
Laredo CHI Academy Beauty School,NA,NA
Florida International Training Institute,NA,NA
The Training Domain,NA,NA
Gould's Academy,NA,NA
Aviation Institute of Maintenance,NA,NA
Paul Mitchell the School-Tulsa,NA,NA
PPG Technical College,NA,NA
Wave Leadership College,NA,NA
Saint Joseph's School of Nursing,NA,NA
Academy of Professional Cosmetology,NA,NA
Empire Beauty School-Northlake,NA,NA
Ross Medical Education Center-Huntsville,NA,NA
Ross Medical Education Center-Knoxville,NA,NA
Jolie Health & Beauty Academy-Cherry Hill,NA,NA
Ross Medical Education Center-Muncie,NA,NA
Cortiva Institute-Florida-Texas Center for Massage Therapy,NA,NA
Tulsa Welding School-Houston,NA,NA
Pima Medical Institute-El Paso,NA,NA
Pima Medical Institute-Phoenix,NA,NA
Kennesaw State University,NA,NA
Wisconsin Academy a Paul Mitchell Partner Group-PMTS Lincoln,NA,NA
All Beauty College,NA,NA
Eastern Suffolk BOCES,NA,NA
Eastern Suffolk BOCES,NA,NA
Milligan College,NA,NA
Chamberlain University-Nevada,NA,NA
Chamberlain University-Michigan,NA,NA
Chamberlain University-New Jersey,NA,NA
Hussian College-Relativity Campus California,NA,NA
Paul Mitchell the School-Madison,NA,NA
The University of Tennessee-Health Science Center,NA,NA
Unitech Training Academy-Metairie,NA,NA
Wade Gordon Hairdressing Academy-Lubbock,NA,NA
Protege Academy,NA,NA
Emory University-Oxford College,NA,NA
American Academy of Personal Training-Boston Campus,NA,NA
The Chicago School of Professional Psychology at Xavier University of Louisiana,NA,NA
Southern Regional Technical College,NA,NA
Texas College of Cosmetology-Lubbock,NA,NA
Ammi Barber Academy,NA,NA
University of Arizona-South,NA,NA
Fortis College-Cuyahoga Falls,NA,NA
Sunstate Academy-Jones Technical Institute,NA,NA
Texas State Technical College,NA,NA
Aveda Institute Portland-Vancouver Campus,NA,NA
American National University-Stow,NA,NA
American National University-Willoughby Hills,NA,NA
Arizona College-Las Vegas,NA,NA
Florida Career College,NA,NA
Florida Career College-West Palm Beach,NA,NA
Florida Career College-Hialeah,NA,NA
Florida Career College-Lauderdale Lakes,NA,NA
Florida Career College-Tampa,NA,NA
Florida Career College-Jacksonville,NA,NA
Florida Career College-Boynton Beach,NA,NA
Florida Career College-Margate,NA,NA
Florida Career College-Kendall,NA,NA
Florida Career College-Orlando,NA,NA
Florida Career College-UEI College-Phoenix,NA,NA
Florida Career College-Houston Campus,NA,NA
Aveda Institute-Madison,NA,NA
Husson University,NA,NA
Tricoci University of Beauty Culture-Elgin,NA,NA
Concorde Career College-Southaven,NA,NA
Universal Technical Institute-Southern California,NA,NA
Northwest University-College of Adult and Professional Studies,NA,NA
Celebrity Barber School,NA,NA
American Academy of Cosmetology-Delray Beach,NA,NA
California Institute of Advanced Management,NA,NA
Academy of Interactive Entertainment,NA,NA
Shepherd University,NA,NA
The Temple Annapolis-A Paul Mitchell Partner School,NA,NA
Yeshiva Zichron Aryeh,NA,NA
Butte County Regional Occupational Program,NA,NA
BCI,NA,NA
Arclabs,NA,NA
Top of the Line Barber College,NA,NA
Midfield Institute of Cosmetology,NA,NA
Med-Life Institute-Naples,NA,NA
Med-Life Institute-Lauderdale Lakes,NA,NA
American Institute of Alternative Medicine,NA,NA
Felbry College School of Nursing,NA,NA
Beyond The Basics School of Cosmetology,NA,NA
Regional Center for Border Health,NA,NA
B-Unique Beauty and Barber Academy,NA,NA
Kentucky Horseshoeing School,NA,NA
Tri-State Barber College,NA,NA
Image Maker Beauty Institute,NA,NA
Dalton Institute of Esthetics and Cosmetology,NA,NA
CAAN Academy of Nursing,NA,NA
Martinsburg College,NA,NA
Alhambra Medical University,NA,NA
Central Yeshiva Beth Joseph,NA,NA
Garden State Science and Technology Institute,NA,NA
Barber Tech Academy,NA,NA
Abraham Lincoln University,NA,NA
Construction Training Center,NA,NA
Med Academy,NA,NA
Huntington College of Health Sciences,NA,NA
Sonoran Desert Institute,NA,NA
Northwest Suburban College,NA,NA
Pacific Institute of Technology,NA,NA
Yeshivas Maharit D'Satmar,NA,NA
Natural Images Beauty College,NA,NA
Textures Institute of Cosmetology,NA,NA
Learning Bridge Career Institute,NA,NA
PiBerry Institute,NA,NA
DMost Beauty & Body Institute,NA,NA
Academy of Cosmetology and Esthetics,NA,NA
Ea La Mar's Cosmetology & Barber College,NA,NA
Regina Webb Academy,NA,NA
DeHart Technical School,NA,NA
Medical Career & Technical College,NA,NA
Center for Neurosomatic Studies,NA,NA
Lebanon College of Cosmetology,NA,NA
Focus Personal Training Institute,NA,NA
Hair Academy School of Barbering & Beauty,NA,NA
Fosbre Academy of Hair Design,NA,NA
National Personal Training Institute,NA,NA
Mission Beauty Institute,NA,NA
Elim Bible Institute and College,NA,NA
Beth Medrash of Asbury Park,NA,NA
National Personal Training Institute of Massachusetts,NA,NA
Hope College of Arts and Sciences,NA,NA
Ferrara's Beauty School,NA,NA
Yeshiva Gedolah Shaarei Shmuel,NA,NA
Premier Barber Institute,NA,NA
International Beauty Education Center,NA,NA
Claremont Lincoln University,NA,NA
Ultimate Touch Barber College,NA,NA
Hoss Lee Academy,NA,NA
Indiana Massage College,NA,NA
Kenny's Academy of Barbering,NA,NA
Seattle Film Institute,NA,NA
Indiana Wesleyan University-National & Global,NA,NA
South Dade Technical College-South Dade Skills Center Campus,NA,NA
Wongu University of Oriental Medicine,NA,NA
Alabama School of Nail Technology & Cosmetology,NA,NA
International Diving Institute,NA,NA
Tulsa Technology Center,NA,NA
Le Cordon Bleu College of Culinary Arts - Orlando,NA,NA
Ross Medical Education Center-Elyria,NA,NA
Ross Medical Education Center-Lafayette,NA,NA
Ross Medical Education Center-Midland,NA,NA
Paul Mitchell the School-Webster,NA,NA
Paul Mitchell the School-Nampa,NA,NA
Lil Lou's Beauty and Barber College-Portage,NA,NA
National American University-Westwood Teach-Out Site,NA,NA
House of Heavilin Beauty College-Academy of Beauty Professionals,NA,NA
House of Heavilin Beauty College-Academy of Beauty Professionals,NA,NA
House of Heavilin Beauty College-Academy of Beauty Professionals,NA,NA
Kenneth Shuler School of Cosmetology-Goose Creek,NA,NA
Clovis Community College,NA,NA
Boca Beauty Academy-Parkland,NA,NA
American Beauty Academy-West Valley Campus,NA,NA
The College of Health Care Professions-McAllen Campus,NA,NA
Chamberlain University-North Carolina,NA,NA
Chamberlain University-California,NA,NA
Spartan College of Aeronautics and Technology,NA,NA
Harris School of Business-Danbury,NA,NA
Institute of Beauty Occupations and Technology Course-San Sebastian,NA,NA
Milan Institute-Bakersfield West,NA,NA
Kaplan University-Indianapolis,NA,NA
Kaplan University-Milwaukee,NA,NA
Pima Medical Institute-Dillon,NA,NA
Med-Life Institute-Kissimmee,NA,NA
Arthur's Beauty College-Jonesboro,NA,NA
West Coast University-Center for Graduate Studies,NA,NA
Palm Beach Academy of Health & Beauty-Distinct Health Educational Center,NA,NA
Piedmont International University,NA,NA
Spartan College of Aeronautics and Technology,NA,NA
National Personal Training Institute-Tampa,NA,NA
Troy University-Phenix City Campus,NA,NA
Troy University-Montgomery Campus,NA,NA
Troy University-Dothan Campus,NA,NA
Troy University-Online,NA,NA
Troy University-Support Locations,NA,NA
Arkansas College of Barbering and Hair Design,NA,NA
Arkansas College of Barbering & Hair Design -  SWLR Campus,NA,NA
Harding School of Theology,NA,NA
Career Academy of Hair Design-Siloam Springs,NA,NA
Career Academy of Hair Design-Rogers,NA,NA
Career Academy of Hair Design-Fayetteville,NA,NA
Career Academy of Hair Design - Fort Smith,NA,NA
Academy of Salon and Spa -,NA,NA
University of Arkansas Community College at Hope - Texarkana,NA,NA
Bryan University - Tempe,NA,NA
Alliant International University-Fresno,NA,NA
Alliant International University-Los Angeles,NA,NA
Alliant International University-San Francisco,NA,NA
Alliant International University-Irvine,NA,NA
Alliant International University-Sacramento,NA,NA
Casa Loma College-Anaheim Campus,NA,NA
San Jose Campus,NA,NA
Franciscan School of Theology,NA,NA
Golden Gate University-Los Angeles,NA,NA
Golden Gate University-Seattle,NA,NA
Golden Gate University-Silicon Valley,NA,NA
Humphreys College-Modesto,NA,NA
International School of Cosmetology,NA,NA
ATEP at IVC,NA,NA
Life Pacific College-Ignite,NA,NA
Marymount University - Waterfront Campus,NA,NA
Marymount California University - Lakeside Campus,NA,NA
MiraCosta College -,NA,NA
Mount Saint Mary's University - Doheny Campus,NA,NA
San Diego State University-Imperial Valley Campus,NA,NA
San Joaquin General Hospital School of Radiation Technology,NA,NA
San Joaquin Valley College - Hanford,NA,NA
San Joaquin Valley College-Online,NA,NA
San Joaquin Valley College-Bakersfield,NA,NA
San Joaquin Valley College-Fresno,NA,NA
San Joaquin Valley College-Fresno Aviation,NA,NA
San Joaquin Valley College-Ontario,NA,NA
San Joaquin Valley College-Modesto,NA,NA
San Joaquin Valley College-Rancho Cordova,NA,NA
San Joaquin Valley College-Hesperia,NA,NA
San Joaquin Valley College-Temecula,NA,NA
San Joaquin Valley College-Lancaster,NA,NA
San Joaquin Valley College-San Diego,NA,NA
San Joaquin Valley College - Madera,NA,NA
San Joaquin Valley College - Delano,NA,NA
Jesuit School of Theology of Santa Clara University,NA,NA
Bridges Beauty College -,NA,NA
Colorado Technical University-Denver,NA,NA
Denver Seminary - Washington DC,NA,NA
Porter and Chester Institute of Rocky Hill,NA,NA
Porter and Chester Institute of Enfield,NA,NA
Porter and Chester Institute of Waterbury,NA,NA
Porter and Chester Institute of Chicopee,NA,NA
Porter and Chester Institute of Worcester,NA,NA
Porter and Chester Institute of Canton,NA,NA
Porter and Chester Institute of Woburn -closed 10/6/2017,NA,NA
Delaware Technical Community College-Owens,NA,NA
Delaware Technical Community College-Stanton/Wilmington,NA,NA
Strayer University-Takoma Park Campus,NA,NA
Barry University Law School,NA,NA
Keiser University-Melbourne,NA,NA
Keiser University-Tallahassee,NA,NA
Keiser University-Daytona,NA,NA
Keiser University-Lakeland,NA,NA
Keiser University- Miami,NA,NA
Keiser University-Orlando,NA,NA
Keiser University-Sarasota,NA,NA
Keiser University-Jacksonville,NA,NA
Keiser University-Tampa,NA,NA
Keiser University-Pembroke Pines,NA,NA
Keiser University-Port St Lucie,NA,NA
Keiser University-West Palm Beach,NA,NA
Keiser University-Ft Myers,NA,NA
Keiser University -  Clearwater,NA,NA
Keiser University - NPR,NA,NA
Keiser University - Residential,NA,NA
Rasmussen College-New Port Richey,NA,NA
Rasmussen College-Fort Myers,NA,NA
Rasmussen College-Tampa/Brandon,NA,NA
Rasmussen College-Land O' Lakes,NA,NA
